,placeName,placeTags,numPeopleVisited,numPeopleWant,placeDesc,placeShortDesc,placeNearby,placeAdress,placeAlt,placeLong,placeEditors,placePubDate,placeRelatedList,placeRelatedPlace,placeURL
1158,Merchant's House Museum,"haunted,houses,homes,museums and collections,museums",385,837,"The house at 29 East 4th Street was home to the Tredwell family and their servants for nearly 100 years. Now, over 75 years since the last of the Tredwells vacated, the house remains virtually unchanged, a veritable time capsule of 19th century life and a National Historic Landmark.In 1835, Seabury Tredwell, his wife Eliza, and their six children moved to Manhattan’s aristocratic Bond Street neighborhood. The family resided there until 1933 when Gertrude Tredwell, the Tredwells’ youngest daughter, died in the house at the age of 93. In 1936 the house was opened to the public, serving as a near-perfect preservation of the styles and architecture of its time and offering an intimate glimpse of family life among the wealthy merchant class. The museum contains a large number of the family’s possessions, ranging from examples of 19th century decor and fashion to more personal, mundane items such as bedsheets, chamber pots, and sickbeds. The stunning family garden and recently restored servants’ quarters are also open to the public.The museum attracts more than just history buffs; reports of paranormal activity at the house date back to the 1930s, shortly after Gertrude Tredwell’s death. Over the decades, accounts of unexplained phenomena, including temperature fluctuations, strange smells, disembodied voices and footsteps, sounds of parties and piano-playing heard from the street, and alleged ghost sightings have earned the house the title of Most Haunted House in Manhattan. The most frequent report is of a woman in a brown dress moving about inside the house; she has even been rumored to interact with museum visitors. Generally observed as a benign presence, the woman is believed by paranormal enthusiasts to be the ghost of Gertrude Tredwell.Visitors are invited to tour the Merchant’s House Museum Thursday through Monday with guided tours offered at select times. Guests who opt for a self-guided tour are provided with a large, exhaustive binder containing information about the house and its collections. Though the museum does acknowledge its paranormal significance, selling a collection of Merchant’s House ghost stories in the gift shop and offering annual Candlelight Ghost Tours in October, the museum’s main focus remains on the Tredwells and their place in 19th century society.Around Halloween, the Merchant’s House holds a traditional 19th century funeral and decorates the whole place in Victorian mourning decor. The “funeral” has a coffin procession to the nearby New York City Marble Cemetery.",New York City's only preserved family home from the 19th century. ,"The Forgotten Entrance to Clinton Hall,41 Cooper Square,The Evolution Store","29 E 4th Street New York, New York, 10012 United States",40.7286,-73.9923,mariamakennaellenbwrightjackie2Racheldlc31723Leslie McIntyredlc31723jackie2eellenbwrightSEANETTALeslie McIntyreRachel,2013-05-22 00:00:00,"The Forgotten Entrance to Clinton Hall,41 Cooper Square,The Evolution Store,The Wishbones of McSorley's Old Ale House","Walt Disney Hometown Museum,David Roche House Museum,Bishops' House,Zacatecana House Museum",https://www.atlasobscura.com/places/merchant-s-house-museum
1159,Giant Van Gogh Painting,"van gogh,paintings,roadside attractions,outsider art",442,837,"There is no mystery behind Cameron Cross’s Big Easel Project, and the public work is exactly as it sounds. In 2001, Cross began work on a 24-foot by 32-foot reproduction of Van Gogh’s Three Sunflowers in a Vase, which he then displayed on a giant steel easel on the outskirts of Goodland, Kansas.Somewhere between roadside attraction and part of the landscape, the massive still life replication easily draws the gaze of drivers and visitors, but seldom sees much more attention than that.Cross first dreamt up the idea in his hometown of Altona, Canada. After working as a teacher and artist in the town, he wanted to give something back, and so decided to recreate one of the Dutch master’s works. Well received locally, Cross traveled across the world to Australia and eventually Kansas where he erected his massive picture on an 80-foot easel off of I-70.",Massive still life just off the highway in Kansas. ,"Mount Sunflower,Beecher Island,Kit Carson County Carousel","901-1917 Cherry Ave Goodland, Kansas, 67735 United States",39.3379,-101.7048,alyssrichesbreaingramCUTIETHlNGBritt ToddknittrixieickaimpmmelissabollmanPetersoniaCCUTIETHlNGttorikempybreaingramCollector of ExperiencesZabeEvansickaimpBritt Toddkknittrixieatimian,2012-01-03 00:00:00,"Mount Sunflower,Kit Carson County Carousel,Beecher Island,Buffalo Bill Monument","The Big Easel,'Conny The Whale',The Van Gogh Church,Black Cat Alley",https://www.atlasobscura.com/places/giant-van-gogh-painting
1160,Shakaden Reiyukai Temple,sacred spaces,205,837,"Rising out of central Tokyo, not far from Tokyo Tower or the Emperor’s Palace, this bizarre, black, pyramidal structure is a temple of the “Inner Trip Reiyukai.” The ITR movement is a modern Japanese religion which emerged as an offshoot of Buddhism in the 1930s, although their website describes the sect as an “Non-Governmental Organization in the field of mental, physical and spiritual well-being and education.” The Inner Trip Reiyukai headquarters, known as the Shakaden Temple, which contains many smaller enclosures under its giant shadow, was built in 1975. Note the billboard on a nearby skyscraper saying simply, “Inner Trip.”Despite the fact that the complex looks like something out of Star Trek, the sect is less interested in laser guns than in promoting world peace. Though the temple may seem austere in comparison to traditional Buddhist temples, the monks are always amiable to visitors. The building is open to the public and offers free Japanese lessons for foreigners, a temple with an eight-meter Buddha carved from thousand-year-old camphor wood, and most oddly, a reservoir containing 400 tons of drinking water, to be used during emergencies of an unspecified nature.",Starship-temple contains 400 tons of drinking water and offers free Japanese lessons. ,"'Antinous as Vertumnus',Roppongi Hills Street Furniture,Garden of Unborn Children",1-7-8 Azabudai  Tokyo Japan,35.6612,139.743,HenrymbisonStanLFred Cherrygardenkarawalkerhome,2009-08-06 00:00:00,"Garden of Unborn Children,'Antinous as Vertumnus',Roppongi Hills Street Furniture,Mohri Garden Pond","Seven Pillars of the Mississinewa ,Abai and Shakarim Mausoleum Complex,La Gruta Cave,Ulupō Heiau",https://www.atlasobscura.com/places/shakaden-reiyukai-temple
1161,Alki Flower Houses,"flowers,houses,homes,plants",250,839,"Nestled between high-rise condominiums on Alki Avenue in Seattle, a pair of attention-grabbing houses peeks out from the surrounding gray.Randie Stone’s famous Flower Houses are a favorite with locals and a dramatic draw for tourists. Built in 1914, the houses have withstood the test of time—and the inevitability of urban development—in this popular West Seattle neighborhood. Stone purchased the houses in 1989 after moving from Hawaii, and credits the islands as inspiration for her homes’ colorful outdoor bounty. Red, purple, and pink blooms riot among the emerald green that hangs from every window box. Below, a public water fountain and driftwood swing offer refreshment to those looking to take a load off.The houses are officially registered as a wildlife habitat by the National Wildlife Federation. Stone enjoys visitors of all kinds to her garden oasis: on top of the birds, bees, and butterflies, she welcomes any curious traveler to share in her vision and take in the view.",Every summer West Seattle experiences a housing bloom. ,"Seattle Labor Temple,'Wake' ,Neukom Vivarium at the Olympic Sculpture Park","1400 Alki Ave SW Seattle, Washington, 98116 United States",47.5906,-122.3924,Miralouisakinder,2020-06-10 00:00:00,"'Wake' ,Neukom Vivarium at the Olympic Sculpture Park,Seattle Labor Temple,Ye Olde Curiosity Shop","Tharp’s Log,Agecroft Hall and Gardens,Filoli,Ricardo Rojas House Museum",https://www.atlasobscura.com/places/alki-flower-houses
1162,World's Largest Rubber Stamp,"stamps,world record,world's largest,parks,sculptures",1186,837,"In 1985, major oil company Standard Oil of Ohio, aka “Sohio,” opened up the 45-floor Sohio Building in downtown Cleveland. At the height of 659 feet, the mundane corporate headquarters needed some color and distinctiveness to brighten it up, and Sohio CEO Alton Whitehouse had just the plan.Whitehouse commissioned husband and wife sculptors Claes Oldenburg and Coosje van Bruggen to design the world’s largest rubber stamp. The pair worked together for weeks to create a giant, 49-foot red stamp with the word “free” printed on the bottom. The word “free” was chosen because the Soldiers’ and Sailors’ Monument of Cleveland was located directly across the street from the Sohio Building, which honors soldiers from the Civil War and freedom from slavery.Unfortunately for the sculptors, a short time after the stamp sculpture was commissioned, Sohio was taken over by British Petroleum (BP). Robert Horton, the CEO of BP, refused to give the project his stamp of approval. Horton apparently thought that the word “free” on the stamp was intended to mock and humiliate BP for taking away the “corporate freedom” of Sohio. Even though this accusation was unsupported and incorrect, Horton’s decision permanently banned the giant stamp from the property.The giant stamp was held in a warehouse in Indiana for the next six years until 1991, when the stamp was finally released to the public. The heavy object was hauled into Cleveland’s Willard Park, just a few blocks away from its original proposed location. To this day, the “Free Stamp” in Cleveland has held onto the title of “World’s Largest Stamp” and has won the approval of the city’s park-goers.","Cleveland's giant ""free"" stamp is a nod to the Civil War, but was misinterpreted for years. ","The Cleveland Arcade,Steamship William G. Mather,Jesse Owens Statue","Willard Park Cleveland, Ohio United States",41.5054,-81.6925,lewblankAhuntleyMichael Barerattfnsanjohnst,2016-10-04 00:00:00,"Steamship William G. Mather,Jesse Owens Statue,The Cleveland Arcade,Soldiers' and Sailors' Monument","World’s Largest Brown Trout Sculpture,World's Largest Ball of Stamps,World's Largest Horseshoe Crab,'Luchs'",https://www.atlasobscura.com/places/worlds-largest-rubber-stamp
1163,Whistler Train Wreck,"graffiti,railroads,trains,hidden",167,836,"Located along a hiking trail south of Whistler, British Columbia are a handful of crushed train cars that derailed from some nearby tracks and were simply left to rot away among the lush Canadian greenery. It was in 1956 that the train was speeding down the tracks with a load too heavy, going over twice as fast as it was supposed to. Given these factors, one of the cars ended up curling one of the tracks and the train partly derailed, grinding to a halt. The damaged cars were not flung from the tracks but instead had to be hauled off in a clean-up operation that moved the wrecks a bit deeper into the forest. Since the surrounding wildlife was not majorly damaged or destroyed, the cars were nearly instantly buried hidden in the overgrowth. Since the crash, the cars have become a favorite spot for graffiti artists and hikers looking to take in a bit of lovely ruination. In 2013, the site came to the attention of local authorities as access to the site trespassed on government land and required crossing the train tracks which is illegal. Visitors attempting to access the site were ticketed.In response to the popularity of the site an official trail and suspension bridge was built to access the Wreck in 2016.  ",The remains of a Canadian train crash are now mouldering beneath layers of rust and graffiti. ,"Stawamus Chief,Parkhurst Ghost Town,The Mushroom House","1001 Sea-to-Sky Highway Whistler, British Columbia, V0N 1B2 Canada",50.1031,-122.9882,philipriessamoyedboimhansen721KasiaWanders,2015-03-16 00:00:00,"The Mushroom House,Parkhurst Ghost Town,Stawamus Chief,Britannia Mine Museum","Beechview-Seldom Seen Greenway,Sometimes Train Tracks of Sunset Beach,Box Tunnel Entrance,Lego Bridge",https://www.atlasobscura.com/places/whistler-train-wreck
1164,Drangsnes Hot Tubs,"swimming pools,hot springs,water",111,836,"There are a number of pools across Iceland which take advantage of the natural heat issuing from the country’s geothermal vents, but the Drangsnes Hot Tubs are a partially hidden gem that offers a variety of temperatures right on the sea.Located in the small fishing town of Drangsnes, the public tubs rest right on the shoreline if you can find them. They are actually a few feet below the level of the road that runs right next to them, and there is no direct signage. The only marker is the small white changing house located across the road from the tubs. However, with a population of fewer than 100 people, the town’s traffic does not really detract from the experience. A forward-thinking local man has created an “honor bar” where one can grab a beer and leave a suggested donation behind.The three baths are all fed by the naturally heated spring beneath them. One of the pools is kept at a cool temperature, while one of the others is kept quite hot, and the third is simply a nice medium so visitors can get comfortable in whichever climate suits them. With the privacy afforded by the hot tubs and their prime location on the sea, the Drangsnes pools have also become a popular spot to watch the Northern Lights during the freezing winter.",A trio of hidden hot tubs takes advantage of Iceland's natural geothermal vents. ,"Hvítserkur,The Museum of Icelandic Sorcery & Witchcraft,Abandoned Djúpavík Herring Factory",645 Súðavíkurhreppur Steingrímsfjörður,65.6885,-21.4499,EricGrundhauseraribrownklasicmBlindcolourkostas1964athmjhoffman37,2014-12-31 00:00:00,"The Museum of Icelandic Sorcery & Witchcraft,Abandoned Djúpavík Herring Factory,Hvítserkur,Museum of Prophecies","Homestead Crater,Snorralaug,Glenwood Hot Springs Pool,Lightning Ridge Artesian Bore Baths",https://www.atlasobscura.com/places/drangsnes-hot-tubs
1165,"Merril Collection of Science Fiction, Speculation & Fantasy","libraries,collections",201,838,"The Merril Collection of Science Fiction, Speculation and Fantasy, located on the third floor of the Lillian H. Smith branch of the Toronto Public Library, is a unique non-circulating research collection of over 72,000 items of science fiction, fantasy and speculative fiction, as well as magic realism, experimental writing and some materials in ‘fringe’ areas such as parapsychology, UFOs, Atlantean legends etc.The Collection hosts some of the world’s largest collections of science fiction and fantasy art, pulp magazines, graphic novels and fanzines. For the more academically inclined, the Collection holds vast numbers of non-fiction critical works relating to science fiction and fantasy, science fiction and fantasy art books, subject reference tools, limited editions, out-of-print materials, original manuscripts, correspondence, critical, biographical and bibliographical materials and audiovisual and multimedia materials. Reading materials are available to the public on a limited basis, but only in the Collection’s public reading rooms. Artwork is often displayed during frequent public events, exhibits and book launches.The history of the Merril Collection dates back to August 10, 1970, when an agreement was signed between legendary Canadian science fiction author and editor Judith Merril and the Board of the Toronto Public Library. In this agreement Judith Merril donated to the Toronto Public Library her collection of science fiction, fantasy, and associated non-fiction which contained around 5,000 items. This collection was named The Spaced Out Library.The Spaced Out Library was established as a reference collection of “contemporary speculative literature, including science fiction, certain aspects of fantasy fiction, satire, surrealist, and other speculative, future oriented, and conceptually experimental work, whether in fiction, poetry, drama, essay, or other forms as well as critical and bibliographic materials relating to science fiction and the associated areas of contemporary speculative writing” serving both scholars and the general public.In 1990 the collection was officially renamed The Merril Collection of Science Fiction, Speculation and Fantasy. Merril herself passed away in 1997.","A unique collection of Science Fiction, Fantasy, and everything in-between. ","Thomas Fisher Rare Book Library ,Toronto's Half House,Bata Shoe Museum","239 College Street Toronto, Ontario Canada",43.6582,-79.3982,MarkShainbluminspector pintoTaxineRachel,2014-01-01 00:00:00,"Thomas Fisher Rare Book Library ,Toronto's Half House,Bata Shoe Museum,Acrotholus Audeti","The Disney Collection,Kenneth Dike Library ,Palace Green Library,Lev's Gathering Place",https://www.atlasobscura.com/places/merril-collection-of-science-fiction-speculation-fantasy
1166,The Smile Face Museum ,"museums and collections,museums",104,1027,"A shrine to the iconic yellow grin that has acted as a symbol of good times since the 1960’s, The Smile Face Museum began as one man’s collection but has outgrown its basement roots. Founded in 1992 by collector Mark Sachs, the kitschy assortment of knick-knacks contains just about every type of object one might imagine a smiley face could be pasted on. Originally contained in the basement of Sachs’ Maryland home, the museum has continued to grow over the decades and is often considered a work of modern art in and of itself. Across over 1,000 items in the collection, the simple, yet instantly recognizable yellow smile beams out at visitors from oven mitts, clocks, toys, clothes, deli bags, rugs, and posters. The collection is so wide-ranging as to seem uncurated, which is to be expected when the subject of your museum is as ubiquitous and easily replicated as the “Smiley.”While the Smile Face Museum  has enjoyed its home in Sachs’ basement for decades, the collection has grown a deal in both size and popularity since its establishment in the mid-90’s. In 2014 the museum created a temporary installation in Brooklyn, New York before was placed back in storage. While in Brooklyn, the collection will be catalogued for posting to the internet so that it can continue to put smiles on faces for years to come. ",This collection of grinning ephemera has grown from basement to Brooklyn. ,"Bushwick City Farms,Rubulad,Bushwick Schoolhouse","228 Boerum Street	 Brooklyn, New York, 11211 United States",40.7061,-73.9386,The Smile Face MuseumHermit09Molly McBride Jacobsoneharjes,2014-04-24 00:00:00,"Bushwick Schoolhouse,Bushwick City Farms,Rubulad,Lipsius Cook House","War Museum Askifou,Virginia Musical Museum,Hand of Man Museum,World Soil Museum",https://www.atlasobscura.com/places/the-smile-face-museum-new-york-new-york
1167,World Famous Giant Shoe Museum,"pike's place,wunderkammers,roadside attractions",952,837,"Located along one stretch of wall in the historic Pike Place Market in Seattle, Washington, the World Famous Giant Shoe Museum offers passersby the chance to deposit a few cents for a peek at some colossal shoes in an homage to the sideshow attractions of yesteryear.The so-called museum is based on the giant shoe collection of one Danny Eskenazi. Eskenazi became fascinated with collecting colossal shoes after discovering that his grandfather had once owned a shoe that had belonged to the World’s Tallest Man, Robert Wadlow. A bounty of $1,000 was offered to find the missing shoe; still yet to be recovered, the reward still stands. In the meantime, Eskenazi continued to collect other giant shoes, including another that had once belonged to Wadlow.After a graphic designer mocked up the boardwalk-style display front, the museum was pitched to the city and finally approved. Now visitors can step up to the stereoscopic-style viewing pieces and for just a quarter, the curtain pulls back to reveal some of the largest shoes they are likely to have seen. Among the shoes on display are the aforementioned Wadlow Brogue, a pair of “Real Clown Shoes,” a massive pair of novelty loafers, and an assorted collection of oversize shoes (this one costs two quarters).Fans of the odd and amusing would be hard pressed to find an attraction that speaks more to the spirit of the sideshows of yore than the World Famous Shoe Museum. Anywhere outside of Coney Island, that is.  ",An old-timey peepshow allows visitors to gawk at some of the world's most freakishly large footwear. ,"Seattle's Giant Sequoia Tree,Hammering Man,Gum Wall","1501 Pike Place, # 424 Seattle, Washington, 98101 United States",47.6084,-122.3414,EricGrundhauserdlc31723BlindcolourAty Trociousjohnsonofjohn61thegenxjourney,2013-08-11 00:00:00,"Gum Wall,Hammering Man,Seattle's Giant Sequoia Tree,Ye Olde Curiosity Shop"," Valdivia Plum,Rocky Taconite,Smokey Bear Park,Giant Stormy Kromer Cap",https://www.atlasobscura.com/places/world-famous-giant-shoe-museum
1168,Burro Schmidt Tunnel,"tunnels,memento mori,subterranean sites,monuments",112,836,"Stretching over half a mile through solid rock, the Burro Schmidt Tunnel seems infinitely longer when you consider the fact that it was built entirely by hand.The Burro Schmidt Tunnel was named after William H. “Burro” Schmidt, who built the tunnel himself starting in 1906. Schmidt had chosen a dangerous ridge to mine for gold, but refused to use his two burros to haul ore to the smelter on the available treacherous trail. Determined to find his own route, he decided to punch right through the mountain.With a pick, shovel, a 4-lb. hammer and the occasional carefully-placed stick of dynamite, Schmidt took on the ambitious and seemingly foolhardy task of digging his own tunnel. He braved falling rock and precarious traps, and despite the construction of a road in 1920 that eliminated the need for a tunnel, he continued to dig. Claiming to be obsessed and unable to stop until the job was done, Schmidt chipped away while others shook their heads, assuming he was crazy.Schmidt was crazy, but he was also clever. Keeping everyone rolling their eyes at his fool’s errand and playing up his “pointless obsession” with the tunnel that took decades to dig distracted from the true motive behind the lofty project – a substantial vein of gold he was following through the rock.  The tunnel still stands today as a memorial to the crafty miner who feigned obsession and kept his treasure to himself, but it also stands as a memorial to unbelievable grit and determination. That grit is exactly what it took to dig this impressive tunnel with no automated machinery, regardless of his motivation. More than that, it took over 36 years – itself a mind-bending fact to consider.Visitors can tour the property, walk through the tunnel and find a memorial plaque commemorating Schmidt’s achievement.",This impressive tunnel was dug entirely by hand over the course of 36 years. ,"California City: The Unbuilt Suburb,Randsburg,Saltdale","Burro Schmidt Tunnel Road Randsburg, California United States",35.4104,-117.876,snapsnazzysnmathewMartincarolelizabethdeweyroguetitanRachelssnmathewcarolelizabethdeweyMMartinrrenkesslerroguetitanAvoiding RegretRachel,2013-01-16 00:00:00,"Saltdale,Randsburg,California City: The Unbuilt Suburb,Lake Shore Inn","Bund Sightseeing Tunnel,Hoosac Tunnel,Naval Underground Headquarters,Doai Train Station",https://www.atlasobscura.com/places/burro-schmidt-tunnel
1169,Majestic Bay Theatre,"neon,retro-tech,theaters,film",585,838,"The Majestic Bay Theatre blends the elegance of a vintage film house with the accoutrements of a modern cinema. The theatre is built on the site of the old ‘Majestic,’ a silent film theatre founded in 1914. In 1929, the nickelodeon was renamed the ‘Roxy’ and showed some of the country’s finest ‘talkies,’ film shorts that featured the first synchronized sound. The theatre was once again renamed the ‘Majestic Bay’ and continued showing films until 1997.The Majestic Bay Theatre is furnished with retro ornamentation, reminiscent of its classic theatre decorations; bright neon lights welcome moviegoers to an old-style box office; a beautiful waterfall curtain rises to begin the show; nautical adornment reflects the Pacific Northwest and Seattle’s maritime culture.Though it no longer shows the ‘talkies’ of yesteryear, the Majestic Bay Theatre immerses the moviegoer in a timeless ambiance.",Continuing a tradition of movie magic on the site of America’s oldest continually operating movie theatre. ,"Bergen Place Park and Mural,Full Tilt Ice Cream and Pinball Arcade,Carnegie Public Library","2044 Northwest Market Street Seattle, Washington, 98107 United States",47.6688,-122.3841,MordyRachelmcsoksBlindcolourAty Trocious,2012-09-05 00:00:00,"Carnegie Public Library,Bergen Place Park and Mural,Full Tilt Ice Cream and Pinball Arcade,Ballyhoo Curiosity Shop","'Empire',Finger Lakes Drive-In,Hollywood Theatre,VisArt Video",https://www.atlasobscura.com/places/majestic-bay-theatre
1170,Mox Boarding House,"Unique Restaurants & Bars,shops,collections",514,838,"Despite Cafe Mox’s serene atmosphere, the Seattle eatery is better known for its hard-core gaming.Cafe Mox is a board-gamer’s heaven. Named after a set of cards in the Magic: The Gathering game (invented in Seattle), the gaming parlour was built out of love for craft beer and board games. The full-service bar/cafe is stocked with an impressive variety of local beers and serves gourmet comfort food. The kicker: diners are encouraged to borrow and play games during their meal. The cafe is adjoined by Card Kingdom, a prodigious gaming emporium (owned by the cafe owner’s brother) which offers a selection of around a thousand games and is lavishly decorated with card chandeliers and murals of the brothers’ favorite gaming characters. It also hosts major competitions in its tournament room which seat up to 50 gamers. Stop in and come burn your brain playing Set!Together this restaurant and gamer’s paradise gives a whole new meaning to “playing with your food.”",A busy cafe better known for board games than food. ,"Full Tilt Ice Cream and Pinball Arcade,Conor Byrne Pub,Egan's Ballard Jam House","5105 Leary Avenue Northwest Seattle, Washington, 98107 United States",47.665,-122.3804,MordyMartinAty TrociousguonbeemanBlindcolourtabresgguonbeemanAty TrociousttabresBlindcolourMMartinRachel,2012-08-07 00:00:00,"Conor Byrne Pub,Full Tilt Ice Cream and Pinball Arcade,Egan's Ballard Jam House,Ballard Sip & Ship","Takara Sake Museum,Curioporium,Dark Matter Oddities & Artisan Collective,The Terrorium Shop",https://www.atlasobscura.com/places/mox-boarding-house
1171,Science History Institute,"pharmacy museums,electrical oddities,strange science,repositories of knowledge,medical museums,instruments of science,collections,museums and collections",340,837,"While the Science Institute may not immediately sound like a fascinating place to a non-scientist, within these library and museum walls lay some fascinating books, instruments, and rather dark histories that uncover the stories behind science.Though most people associate chemistry with a 1950s-era lab-coated scientist, it has a much longer and fascinating history that grew out of the strange activities of medieval alchemists. Alchemy—or al-kimia, meaning “the art of transformation”—became chemistry in the 1700s when Robert Boyle published “The Skeptical Chymist” emphasizing the scientific method. But the focus on understanding matter and how it changes is still very much at the heart of chemistry.Exhibits include Transmutations: Alchemy in Art and Making Modernity. Events range from carnivorous plant feeding to monthly drop-in tours and wiki salon. The Institute has one of the world’s best chemistry-related collections, with significant instruments, antique chemistry sets, glassware, and publications ranging from the social impact of nanotechnology to alchemy’s influence on modern science. And if you happen to have a Bendix Time-of-Flight Mass Spectrometer, AA 1 Autoanalyzer, or RCA Electron Microscope Model EMB laying around, bring them by. The Science History Institute would be very happy to see them.","Instruments, apparatus, and rare books all relating to chemistry and its related sciences.  ","The Irish Memorial at Penn's Landing,First Bank of the United States,Shane Confectionery","315 Chestnut Street Philadelphia, Pennsylvania, 19139 United States",39.9487,-75.1465,ghostfilmbradphcorsembison,2009-10-19 00:00:00,"First Bank of the United States,Shane Confectionery,The Irish Memorial at Penn's Landing,Tiffany Glass Mural ""The Dream Garden""","Wellcome Collection & Library,Museum Boerhaave,Museum of the History of Lithuanian Medicine and Pharmacy,Center for PostNatural History",https://www.atlasobscura.com/places/science-history-institute
1172,Kojo,"coffee,restaurants,Unique Restaurants & Bars,history",98,837,"Kissaten is a Japanese-style coffeeshop that originally appeared before World War II. Once a massive craze back in the 1920’s, the term now refers to a retro, European-influenced type of cafe that has a nostalgic ambience of the Shōwa era (1926-1989). Many continue to exist in a past era that doesn’t recognize wi-fi, alternative milks, or to-go orders.Located in the ever-popular Ueno district, Kojo (officially stylized Kojyo) may be the most ostentatious of such specialty cafes, being an archetype of so-called shiro-kei or “castle-type” kissaten. Such type of cafe is characterized by ornate, sparkling lighting fixtures, European art, and classical music, and Kojo fully lives up to its name, which literally means “old castle.”Inside, you’ll find a large Yamaha Electone organ, a Tutankhamun mask, crystal chandeliers, and a massive, Art Deco-style stained glass window. Huge slabs of rock and fake plants divvy up the room, giving Kojo the feel of, to quote a reviewer on Japan Travel, “a mixture between a mountain cave and a southern European church.”Today, these stylized throwbacks stand in contrast to the country’s recent influx of third-wave coffeeshops (many of the Starbucks variety). After hopping off the train at Ueno, wander into this portal to an antiquated Euro-dream, pondering bygone design infatuations over a Vienna coffee or the cafe’s signature milkshake.","This subterranean spot might be the epitome of Japan's baroque, retro coffee houses. ","Shitamachi Museum,Ueno Daibutsu,'Fugetsu En'nen'","3-39-10 Higashi-Ueno, Taito-ku Tokyo, 110-0015 Japan",35.7118,139.779,rachelrummelMrCarlFred Cherrygarden,2019-07-25 00:00:00,"'Fugetsu En'nen',Shitamachi Museum,Ueno Daibutsu,Hachiko","Tai Tung,Table 31 at Tam O’Shanter,Chowning’s Tavern,Huber’s",https://www.atlasobscura.com/places/kojo-tokyo
1173,Hofskirkja,"woodwork,churches,sacred spaces,architectural oddities,architecture",177,835,"The thick blanket of grass atop this church spills toward the ground, making it look as though the roof is melting into the landscape. Burial mounds concealed beneath the surrounding greenery seem to bubble toward the surface, creating the illusion of earth rising to swallow the building whole.This fairytale-like building is the last turf church ever built in Iceland. Hofskirkja was originally constructed in 1884, though it was thoroughly restored in the 1950s. Unlike some of the country’s other turf churches, this one is still a practicing parish.The church is made from a timber skeleton surrounded by sturdy stone walls. It’s capped by heavy stone slabs draped in a cloak of greenery, which helps keep heat from escaping into the often raw, chilly air. When viewed from the back, it looks as though the building has begun to sink into the lumpy terrain. This is because the church is partially buried in the ground, allowing the earth to act as natural insulation.Turf buildings like this one once peppered Iceland’s villages. Using layers of dirt and grass to protect structures from bitter cold winters was a common practice throughout the region. It was particularly useful in Iceland, as the country’s early Nordic and Celtic settlers felled many of the island’s trees, leaving future generations with little available timber.But the turf trend began to wane in the 20th century, when concrete took over as the building material of choice. Now, there are only six turf churches left in Iceland, all of which are protected as historical monuments.",This fairytale-like structure is the last turf church ever constructed in Iceland. ,"Skeiðará Bridge Monument,Svartifoss,Hvannadalshnjúkur","Hof Rd Iceland 63.9070, -16.7069NearbyHvannadalshnjúkur7.59 milesSkeiðará Bridge Monument10.14 milesSvartifoss11.47 miles",63.907,-16.7069,Kerry WolfeerjefferyherrbesserwisserLuka Esenkokeshavgo,2018-06-12 00:00:00,"Hvannadalshnjúkur,Skeiðará Bridge Monument,Svartifoss,Jökulsárlón ","St Giles' Cathedral Thistle Chapel,Basilica di San Frances Musical Pillars,The Little Church,Church of Agioi Pantes",https://www.atlasobscura.com/places/hofskirkja-turf-church
1174,Green Mount Cemetery,"memento mori,catacombs and crypts",261,836,"Green Mount Cemetery in Montpelier, VT, is one of the most picturesque spots in the state. It was started in 1854 and is set right in the midst of the area’s gorgeous rolling hills. Besides natural beauty, the cemetery also features quite a few excellent examples of funerary art. For instance, the William Stowell tomb, which features a tall set of hand-carved stairs cut into a single granite ledge. At the top, but not a part of the tomb, is a dead tree stump that has been roughly carved into a throne.Elsewhere, a life-size statue of a little girl leans against a flower-carved rail. The statuary marks the burial spot of seven-year-old Margaret Pitkin, who died in 1900. In the story that goes with it, a sculptor was commissioned to create the piece from a photograph. When the parents saw the finished piece, they were dismayed to discover that he had left off a button on her shoe…until he showed them the picture, which revealed that one of the shoes of the girl in the picture also featured a missing button.The John Hubbard grave is also a highlight and depicts the bronze statue of a seated, shrouded figure who seems to be writhing in the deep anguish of grief. It was sculpted by Karl Bitter to memorialize the grave of a local philanthropist who died in 1899. Less is known about the Frederic Dieter grave, which is topped by an amazing life-sized statue of a dead and prostrate Jesus being tended by Mary. The hollows eyes, jutting ribs, and various wounds of the Christ figural make the work somewhat startling. Adapted with Permission from: The New England Grimpendium by J.W. Ocker",Beautiful hillside Vermont cemetery with amazing funerary art. ,"Hope Cemetery,Rock of Ages Granite Quarry,Space Shuttle Challenger Memorial","251 State St. Montpelier, Vermont, 05602 United States",44.257,-72.5974,JWOckerintrepidfoxorigamidonEntropical ParadiseRachel,2012-05-20 00:00:00,"Space Shuttle Challenger Memorial,Hope Cemetery,Rock of Ages Granite Quarry,Ben & Jerry's Flavor Graveyard","Ossario di San Martino,Leuk Charnel House,Santa Maria dell'Orazione e Morte,Grave of Mercy Brown",https://www.atlasobscura.com/places/green-mount-cemetery
